,price
15167,120.0
14304,156.0
13873,55.0
8825,42.0
5530,55.0
18959,80.0
4961,120.0
14726,61.0
20620,50.0
15570,146.0
17469,32.0
17347,70.0
18490,89.0
14336,49.0
14895,89.0
9130,132.0
20574,163.0
17606,65.0
21030,155.0
680,120.0
19208,55.0
18720,138.0
4844,150.0
8947,70.0
3286,90.0
2548,65.0
15287,115.0
17040,70.0
3793,90.0
12987,90.0
18960,139.0
7137,183.0
20787,179.0
17960,70.0
14352,150.0
3084,90.0
4830,150.0
17714,111.0
1174,189.0
19738,36.0
5317,195.0
18527,90.0
3857,94.0
14154,40.0
12376,27.0
13384,85.0
11469,89.0
5126,89.0
14037,150.0
12558,96.0
17790,90.0
19711,20.0
8490,150.0
4001,120.0
10059,50.0
7888,181.0
20768,100.0
1543,43.0
11122,98.0
12981,50.0
15430,50.0
1735,120.0
4697,115.0
4120,125.0
16079,150.0
6217,139.0
8995,100.0
18313,85.0
10027,100.0
14615,120.0
2611,160.0
19734,40.0
18372,85.0
15247,111.0
16831,75.0
4505,120.0
18652,94.0
18501,22.0
6360,50.0
8225,80.0
1053,73.0
17645,125.0
8876,150.0
9995,36.0
10163,111.0
11171,69.0
8912,61.0
6766,120.0
3627,96.0
4016,129.0
5456,70.0
11421,65.0
7459,90.0
1850,61.0
14926,61.0
14309,185.0
18621,55.0
5240,80.0
21617,185.0
12175,65.0
12354,90.0
15152,59.0
3433,140.0
13360,80.0
11387,43.0
21684,160.0
12619,75.0
13872,50.0
21900,120.0
3124,125.0
2163,100.0
3130,65.0
16048,65.0
5466,98.0
15878,98.0
15393,181.0
5788,147.0
9207,90.0
16899,150.0
3406,85.0
4527,61.0
15452,115.0
11271,140.0
2008,150.0
16302,30.0
19292,100.0
11174,61.0
15723,170.0
3167,100.0
15066,100.0
8023,90.0
182,55.0
12913,70.0
14929,61.0
2362,90.0
3679,50.0
9127,90.0
19828,156.0
21267,80.0
4256,75.0
20970,179.0
9541,63.0
17045,80.0
9264,31.0
20792,59.0
8816,90.0
10038,119.0
19955,55.0
9841,98.0
15888,44.0
1043,140.0
21836,85.0
989,150.0
5674,146.0
408,85.0
20904,50.0
21488,61.0
2772,70.0
13400,150.0
15891,164.0
8285,89.0
20128,120.0
10189,185.0
7188,44.0
19089,70.0
21437,120.0
12852,150.0
10499,66.0
19481,100.0
3877,115.0
12833,61.0
21071,53.0
18020,61.0
4648,181.0
522,94.0
7832,98.0
13439,100.0
19361,65.0
14399,120.0
20804,50.0
9967,150.0
1915,150.0
15853,61.0
12179,35.0
2540,181.0
6362,63.0
19761,120.0
16929,75.0
285,85.0
17563,100.0
10957,44.0
15162,65.0
1322,185.0
11101,155.0
8972,61.0
5477,75.0
10619,170.0
5479,61.0
15222,150.0
15627,150.0
672,98.0
8037,146.0
14328,65.0
12609,119.0
21573,80.0
16261,150.0
5003,150.0
5187,181.0
17217,80.0
12900,94.0
9340,105.0
10341,85.0
6830,164.0
1742,150.0
14899,70.0
448,129.0
14061,164.0
6153,115.0
1949,94.0
6127,150.0
1578,80.0
12835,90.0
5276,80.0
727,112.0
21502,42.0
11408,44.0
15535,186.0
19213,150.0
11008,109.0
17613,98.0
5062,166.0
810,75.0
7729,100.0
3365,61.0
20654,98.0
15364,88.0
6574,120.0
16726,98.0
14468,70.0
19072,146.0
13005,59.0
11165,90.0
16561,115.0
1483,66.0
9682,111.0
1614,70.0
10116,102.0
5234,70.0
5225,63.0
2059,100.0
6214,142.0
6201,80.0
20679,44.0
12269,175.0
4569,54.0
1421,65.0
7658,80.0
3697,181.0
17505,125.0
11188,55.0
16468,120.0
20319,113.0
9576,85.0
8581,140.0
14547,70.0
18769,150.0
14576,152.0
15149,85.0
13762,94.0
307,181.0
1706,85.0
18446,100.0
10426,63.0
8385,36.0
11624,49.0
15898,150.0
14958,90.0
9374,111.0
14208,39.0
17904,90.0
10422,40.0
14169,119.0
11593,61.0
8013,61.0
4597,80.0
16444,147.0
5263,120.0
16044,75.0
17042,111.0
3266,100.0
10944,190.0
3878,61.0
16390,75.0
624,121.0
6797,44.0
14785,195.0
148,120.0
17147,98.0
7002,98.0
14469,98.0
16659,54.0
15083,58.0
14371,171.0
19298,100.0
8191,111.0
1724,100.0
7301,98.0
14305,61.0
15896,181.0
20772,31.0
9919,31.0
13024,150.0
19485,57.0
4937,90.0
7006,94.0
1577,150.0
16665,71.0
11727,70.0
16470,57.0
19783,53.0
8074,80.0
7252,107.0
15728,35.0
20257,61.0
14446,78.0
19082,98.0
19866,100.0
15030,50.0
4928,70.0
13727,181.0
19735,120.0
7655,70.0
146,195.0
6907,100.0
11919,53.0
5934,129.0
20514,94.0
15204,50.0
5108,150.0
13879,75.0
20315,98.0
3824,75.0
19388,190.0
18827,164.0
20362,90.0
9611,100.0
6213,58.0
8900,80.0
7535,170.0
9354,55.0
3674,181.0
16926,195.0
12556,38.0
10035,70.0
6881,75.0
9858,111.0
6408,90.0
6463,89.0
17906,50.0
557,100.0
2879,151.0
17140,61.0
86,67.0
21380,61.0
11369,61.0
1966,75.0
11302,150.0
2187,70.0
1681,164.0
4013,80.0
15817,50.0
5025,175.0
14518,70.0
2278,146.0
13571,181.0
19606,61.0
17399,80.0
12598,49.0
12861,181.0
10903,49.0
10290,195.0
1367,181.0
12926,150.0
16805,63.0
6225,92.0
19797,32.0
5150,120.0
2766,50.0
2230,88.0
15352,57.0
21928,179.0
9833,100.0
8573,140.0
13057,42.0
20026,129.0
2134,85.0
19820,65.0
18194,160.0
20412,109.0
15470,50.0
14354,90.0
17722,181.0
8377,181.0
16222,150.0
14856,181.0
10337,181.0
2425,100.0
5429,75.0
8111,94.0
21548,70.0
8441,120.0
6456,175.0
20289,80.0
17086,70.0
6375,80.0
6677,65.0
6355,190.0
7647,31.0
16658,90.0
1515,98.0
2851,160.0
18359,61.0
8168,100.0
10324,90.0
20745,181.0
7559,35.0
17454,70.0
6309,150.0
98,105.0
1646,90.0
4356,181.0
8402,30.0
1509,129.0
14192,80.0
7882,164.0
8809,189.0
17044,143.0
10892,71.0
12500,120.0
7070,88.0
19449,70.0
16208,44.0
4167,160.0
4923,59.0
3413,125.0
15678,150.0
3669,94.0
21450,169.0
940,120.0
10689,150.0
12036,120.0
12966,100.0
17666,18.0
17597,20.0
14583,175.0
2389,159.0
19045,150.0
12625,150.0
9045,61.0
8762,183.0
9010,150.0
4868,115.0
7392,70.0
6956,50.0
1759,140.0
7185,100.0
10269,58.0
15014,39.0
21193,50.0
18659,179.0
2049,100.0
19356,111.0
7950,100.0
2109,80.0
19218,98.0
15366,70.0
12820,57.0
20283,175.0
1980,150.0
15081,120.0
7726,181.0
13640,61.0
6742,44.0
3325,90.0
16087,50.0
12881,65.0
11181,125.0
17453,38.0
5578,69.0
16686,75.0
9623,101.0
20202,40.0
8587,169.0
15205,90.0
19212,70.0
3518,85.0
18404,98.0
6792,120.0
9598,160.0
2831,197.0
2949,89.0
7576,70.0
8684,49.0
17206,150.0
18294,46.0
14319,155.0
13037,66.0
12236,85.0
16480,115.0
16137,63.0
12813,170.0
7055,80.0
2105,81.0
2750,100.0
2132,70.0
15952,125.0
21867,62.0
334,61.0
16194,100.0
18206,160.0
1810,133.0
2916,100.0
8637,100.0
10045,138.0
19960,40.0
6783,70.0
14064,61.0
7637,135.0
8790,80.0
4044,150.0
1929,155.0
18057,94.0
964,129.0
15073,90.0
7273,70.0
12976,105.0
4727,55.0
6899,70.0
3220,94.0
5410,181.0
3508,94.0
7794,70.0
15291,39.0
19953,26.0
19473,150.0
5454,70.0
19575,80.0
12485,70.0
20576,121.0
7531,90.0
15793,150.0
12165,80.0
1936,44.0
15877,61.0
19396,65.0
18388,179.0
4563,128.0
12753,170.0
13979,179.0
11901,80.0
974,115.0
3112,150.0
21806,30.0
11771,43.0
14287,75.0
8902,155.0
15948,150.0
6648,70.0
1956,125.0
15225,160.0
11604,75.0
16941,107.0
9371,187.0
20025,61.0
4881,147.0
166,127.0
19061,100.0
8596,129.0
13983,61.0
12589,90.0
19698,90.0
16725,69.0
17690,80.0
6520,120.0
4536,44.0
5010,150.0
20577,65.0
8757,70.0
7641,160.0
3302,90.0
8645,177.0
10145,50.0
2233,129.0
2180,75.0
17392,75.0
7918,129.0
979,135.0
10326,88.0
5161,116.0
2190,100.0
12937,49.0
12755,198.0
21568,100.0
13842,61.0
17370,80.0
12545,65.0
15087,179.0
21298,65.0
3659,164.0
7078,43.0
12031,159.0
21505,70.0
14659,181.0
18244,65.0
21916,164.0
3827,140.0
2427,140.0
11700,175.0
10788,65.0
16770,85.0
6048,150.0
15580,100.0
8791,80.0
4353,30.0
3774,98.0
11612,100.0
15180,170.0
11586,38.0
8716,105.0
15269,120.0
6361,71.0
5626,100.0
13611,80.0
21046,75.0
15762,190.0
16367,30.0
13411,94.0
18578,164.0
17902,80.0
12336,159.0
11902,53.0
4209,75.0
4876,40.0
13823,94.0
3490,120.0
15440,160.0
2453,88.0
9578,175.0
12201,65.0
18554,150.0
11109,70.0
11084,120.0
20082,55.0
1926,104.0
21657,102.0
5363,100.0
10176,50.0
10489,160.0
4226,150.0
19081,181.0
4855,164.0
18686,59.0
10085,97.0
18124,181.0
14734,150.0
11356,55.0
5753,100.0
780,135.0
21063,86.0
6427,100.0
8450,55.0
10991,58.0
20009,65.0
3405,85.0
5071,100.0
9749,65.0
8769,80.0
19719,55.0
8439,132.0
10715,50.0
4202,61.0
19248,65.0
9376,70.0
1049,120.0
14098,80.0
19379,150.0
803,49.0
17957,105.0
15328,125.0
5296,135.0
19120,65.0
17735,120.0
8839,90.0
3290,120.0
19373,125.0
3018,85.0
15270,71.0
14323,111.0
9956,144.0
10771,190.0
2066,150.0
1150,175.0
19374,55.0
5987,105.0
16946,44.0
6196,150.0
4012,94.0
12847,142.0
14890,78.0
18165,55.0
1159,115.0
922,61.0
5130,40.0
13827,84.0
14343,100.0
20329,49.0
12068,58.0
6184,35.0
11226,133.0
2061,120.0
15214,69.0
3784,62.0
17276,55.0
6777,181.0
10186,160.0
19815,98.0
7865,94.0
21666,185.0
5695,30.0
5546,71.0
9369,44.0
13982,98.0
2020,120.0
1961,70.0
18262,66.0
4182,80.0
16657,120.0
15303,80.0
16745,100.0
19720,181.0
18487,36.0
7940,150.0
8772,190.0
3745,61.0
10024,49.0
362,150.0
21494,55.0
5502,135.0
10245,85.0
10811,100.0
17896,55.0
13497,61.0
14621,50.0
21783,98.0
6971,36.0
2263,63.0
4029,80.0
14021,105.0
13951,189.0
20928,175.0
8578,111.0
698,160.0
9118,61.0
12339,44.0
20408,158.0
5572,80.0
14182,74.0
19888,30.0
1172,65.0
8935,111.0
15454,129.0
11420,150.0
21113,100.0
13577,50.0
19503,85.0
2290,111.0
1442,89.0
13688,150.0
14015,185.0
16957,70.0
10313,185.0
17046,150.0
2174,57.0
17552,139.0
1496,115.0
16800,150.0
16943,80.0
13428,169.0
12702,169.0
897,38.0
20089,127.0
18511,69.0
11552,49.0
6853,65.0
3871,150.0
19105,164.0
19974,139.0
15634,67.0
9255,44.0
15442,129.0
2672,61.0
8601,62.0
9459,111.0
7965,102.0
5824,44.0
17456,50.0
15837,44.0
13457,78.0
21590,38.0
15986,80.0
11135,155.0
8263,129.0
3249,190.0
15320,50.0
18179,135.0
2489,75.0
9804,69.0
6884,86.0
11860,170.0
9030,139.0
2603,150.0
9968,160.0
6287,40.0
1487,85.0
20842,115.0
10352,44.0
5316,100.0
9167,44.0
4242,66.0
12468,75.0
10661,61.0
11360,88.0
17594,120.0
18530,61.0
13615,90.0
17866,159.0
21790,111.0
279,100.0
7831,111.0
3096,27.0
17009,80.0
19926,35.0
19678,59.0
11879,80.0
4863,62.0
18634,128.0
19454,80.0
11024,90.0
15593,71.0
20021,65.0
10481,84.0
16907,150.0
17515,100.0
20626,150.0
10187,120.0
5099,198.0
16790,36.0
8080,70.0
19703,175.0
19353,120.0
7533,80.0
21315,80.0
9358,111.0
19853,160.0
11804,55.0
12837,61.0
8405,111.0
4814,70.0
10221,75.0
16408,35.0
17663,61.0
17166,65.0
6851,90.0
21720,63.0
6437,181.0
3797,90.0
15388,111.0
6646,190.0
21160,129.0
13969,148.0
20167,55.0
16123,80.0
18312,92.0
9216,100.0
617,170.0
4201,85.0
19972,61.0
10774,50.0
15869,150.0
13500,181.0
17548,80.0
5488,50.0
15527,50.0
13254,53.0
10559,169.0
5124,53.0
6664,160.0
8918,47.0
13297,131.0
10454,129.0
12904,100.0
9792,94.0
1703,80.0
13425,150.0
1277,55.0
13256,94.0
11570,120.0
7629,38.0
18045,75.0
18741,61.0
1861,90.0
2291,175.0
9275,61.0
4080,125.0
21728,120.0
13637,80.0
18449,40.0
3722,92.0
18178,115.0
18259,119.0
15546,120.0
21660,90.0
20650,98.0
19247,120.0
5482,190.0
11455,89.0
20878,100.0
12815,144.0
9717,181.0
16898,75.0
19204,150.0
20851,44.0
18708,159.0
12083,150.0
19693,146.0
2619,195.0
18805,94.0
3489,80.0
18327,40.0
14984,146.0
8771,120.0
11090,35.0
19880,35.0
18865,44.0
6883,146.0
19907,57.0
11363,146.0
6573,120.0
20103,150.0
2501,197.0
17145,80.0
12674,61.0
14383,190.0
12662,150.0
4952,80.0
3986,70.0
19871,80.0
54,129.0
242,40.0
5770,111.0
12255,75.0
5815,75.0
19827,63.0
17493,120.0
20662,179.0
13579,55.0
18752,63.0
15359,44.0
11814,46.0
243,150.0
2499,58.0
13308,150.0
15074,109.0
21386,80.0
18958,146.0
3620,111.0
10551,105.0
11127,125.0
13366,146.0
15868,43.0
7625,150.0
20463,139.0
3689,160.0
1335,129.0
14298,139.0
10839,115.0
8327,44.0
10596,100.0
3379,94.0
17463,111.0
18235,146.0
17723,70.0
6521,150.0
11688,70.0
4254,80.0
19804,129.0
9282,49.0
21669,129.0
15840,135.0
720,178.0
14210,120.0
5548,89.0
5604,94.0
14189,44.0
17170,120.0
8275,65.0
12552,150.0
3758,125.0
15545,40.0
9865,100.0
4089,70.0
19769,58.0
2483,23.0
21892,136.0
11673,125.0
639,129.0
17488,160.0
1352,90.0
2933,125.0
12078,105.0
246,151.0
16198,63.0
8739,186.0
20036,150.0
7841,170.0
12526,55.0
2591,93.0
13931,35.0
280,115.0
15749,140.0
20219,89.0
11379,146.0
551,146.0
19582,120.0
13052,49.0
13320,30.0
10813,125.0
20475,107.0
1696,120.0
11975,90.0
401,179.0
9821,100.0
8208,181.0
4068,39.0
14326,100.0
13758,50.0
20714,129.0
20781,75.0
6910,164.0
17783,78.0
17412,51.0
20152,55.0
16646,40.0
3179,142.0
18274,115.0
11557,40.0
19685,156.0
1052,159.0
283,85.0
6637,26.0
11209,58.0
7043,65.0
7317,54.0
8293,58.0
15103,94.0
18055,66.0
4441,159.0
15160,115.0
17656,142.0
2455,88.0
11296,69.0
2006,71.0
10994,94.0
5298,35.0
3626,181.0
16197,59.0
7734,139.0
8374,57.0
11865,163.0
12654,129.0
3881,61.0
4062,75.0
4689,146.0
19159,53.0
13525,50.0
18638,40.0
5275,190.0
11695,74.0
19599,75.0
19254,150.0
13430,59.0
6373,50.0
14752,92.0
19875,55.0
17285,177.0
14814,78.0
1957,94.0
7277,65.0
8689,195.0
18772,135.0
11864,43.0
3924,160.0
6892,150.0
383,94.0
7662,195.0
14119,65.0
15117,120.0
3943,146.0
21072,36.0
8586,150.0
19141,98.0
20760,119.0
8853,61.0
11470,90.0
19351,42.0
21560,70.0
13159,85.0
11989,61.0
20724,44.0
8430,100.0
5689,43.0
10416,65.0
4380,80.0
4267,129.0
18248,50.0
12895,158.0
4232,150.0
3488,80.0
11286,80.0
17050,80.0
4296,70.0
12435,70.0
12009,100.0
19881,125.0
21912,119.0
6319,115.0
16055,50.0
14667,61.0
19341,100.0
345,140.0
5310,195.0
3815,50.0
18345,179.0
15502,44.0
9360,100.0
11818,120.0
13613,30.0
6752,51.0
20495,135.0
6068,129.0
19472,49.0
18989,59.0
18742,61.0
19803,150.0
7114,67.0
628,111.0
5209,90.0
9930,75.0
12332,57.0
15089,160.0
19566,181.0
10478,164.0
1402,160.0
9802,58.0
13612,105.0
16259,50.0
14330,35.0
97,125.0
2784,167.0
752,175.0
17678,120.0
14345,100.0
13188,98.0
5281,55.0
5014,189.0
12869,70.0
11220,173.0
19225,120.0
4733,75.0
5597,115.0
6522,42.0
21013,160.0
16189,54.0
462,67.0
13916,135.0
10527,44.0
1270,189.0
12105,70.0
3048,150.0
18296,46.0
16825,75.0
15169,50.0
8119,40.0
6496,75.0
7834,129.0
9418,50.0
17536,80.0
12656,35.0
6333,85.0
9861,138.0
21083,195.0
13918,80.0
14840,189.0
5542,98.0
6230,55.0
16049,115.0
9864,65.0
15621,85.0
20267,140.0
15236,70.0
3965,144.0
19111,150.0
17980,169.0
14908,160.0
2642,170.0
2394,129.0
20119,102.0
5442,195.0
6926,67.0
18572,111.0
20517,120.0
19639,80.0
15203,69.0
18324,140.0
8144,100.0
17661,111.0
15052,80.0
11722,127.0
13029,44.0
3003,139.0
14666,35.0
1931,36.0
16006,69.0
5645,162.0
20104,170.0
12823,61.0
11558,61.0
18361,61.0
14455,140.0
16486,85.0
9001,115.0
152,189.0
9234,185.0
4664,152.0
18718,50.0
10300,69.0
7144,50.0
6144,100.0
9429,125.0
9870,75.0
2442,94.0
19010,44.0
12997,70.0
3022,44.0
21367,195.0
12346,181.0
15443,80.0
15425,81.0
14483,88.0
8502,133.0
6474,61.0
9206,43.0
20338,61.0
17860,100.0
3766,75.0
21099,146.0
4416,150.0
5845,78.0
21074,100.0
5927,40.0
14920,35.0
20094,150.0
12514,150.0
13826,121.0
10668,98.0
15349,70.0
4631,61.0
20327,61.0
13405,44.0
14664,158.0
8685,75.0
14874,50.0
17832,80.0
17299,55.0
2532,85.0
716,190.0
20339,138.0
18910,80.0
21877,44.0
8561,70.0
12873,119.0
16258,115.0
7141,80.0
1011,135.0
9329,146.0
13404,111.0
6094,170.0
418,119.0
6306,90.0
903,181.0
9976,75.0
3117,44.0
3309,55.0
3994,129.0
575,61.0
438,125.0
18230,80.0
19750,50.0
12091,44.0
7561,61.0
18228,44.0
1682,80.0
14628,75.0
19597,54.0
15017,55.0
14495,80.0
18633,195.0
11126,70.0
19104,140.0
9080,125.0
8617,70.0
2638,148.0
18532,170.0
8914,40.0
20545,150.0
15343,100.0
17924,150.0
9836,49.0
13672,40.0
7314,63.0
20185,115.0
17970,50.0
10477,115.0
19847,50.0
20458,42.0
17238,109.0
14910,50.0
2811,98.0
9016,80.0
12885,55.0
9328,66.0
3752,150.0
9411,125.0
4049,98.0
2660,65.0
1293,129.0
398,146.0
6762,44.0
21147,80.0
16886,61.0
6413,100.0
6998,90.0
14257,62.0
337,69.0
13161,139.0
8849,40.0
1088,181.0
414,167.0
16275,61.0
1132,61.0
3613,185.0
1752,179.0
4592,100.0
15796,120.0
17188,100.0
10742,44.0
8967,181.0
5301,150.0
8236,150.0
2434,150.0
21309,113.0
20522,42.0
4861,150.0
7547,90.0
3730,98.0
19691,120.0
17954,150.0
21144,93.0
13011,160.0
16663,98.0
8649,152.0
20477,175.0
5382,70.0
17429,50.0
7562,98.0
14235,35.0
12156,70.0
19819,128.0
10279,111.0
14644,50.0
21506,65.0
17833,100.0
1263,70.0
4468,155.0
10828,80.0
13160,61.0
17446,195.0
4674,150.0
18672,70.0
1774,179.0
19984,150.0
12986,59.0
12725,71.0
4660,75.0
14362,100.0
9854,129.0
1261,156.0
13496,49.0
9816,90.0
6929,46.0
4707,57.0
8721,129.0
8548,140.0
9361,185.0
9994,100.0
6125,94.0
9096,61.0
13833,129.0
14800,50.0
19014,90.0
8248,65.0
21081,88.0
6888,119.0
4286,150.0
16596,100.0
13301,150.0
15562,160.0
18792,46.0
11458,97.0
12510,160.0
1124,135.0
4246,150.0
17272,109.0
15556,150.0
10532,109.0
10592,80.0
10897,94.0
13060,61.0
12173,35.0
5803,100.0
15392,44.0
2703,85.0
9383,150.0
10557,59.0
1517,163.0
3874,75.0
15876,65.0
15474,39.0
16287,100.0
1129,195.0
15937,187.0
16011,115.0
12275,59.0
10156,54.0
10448,80.0
19234,146.0
8091,138.0
6819,98.0
14381,120.0
1254,150.0
16040,150.0
13795,80.0
9139,94.0
6937,111.0
16492,132.0
9296,150.0
10926,181.0
7752,80.0
3903,115.0
18078,62.0
4248,187.0
8898,190.0
1636,65.0
13729,50.0
14026,111.0
2440,80.0
9653,109.0
3939,164.0
5962,105.0
16502,50.0
13359,61.0
16622,47.0
3463,150.0
6741,181.0
17865,170.0
10990,181.0
4133,94.0
5896,111.0
15639,136.0
7501,94.0
8944,67.0
10844,26.0
13728,57.0
16832,44.0
13158,65.0
18820,85.0
21825,109.0
15915,75.0
17774,150.0
11981,40.0
17897,150.0
1066,111.0
9249,50.0
9289,150.0
928,120.0
9844,69.0
10819,190.0
17562,164.0
19521,94.0
14077,170.0
4728,70.0
2397,61.0
3521,98.0
3798,65.0
614,138.0
5633,92.0
6198,80.0
10694,70.0
3036,50.0
9355,70.0
269,61.0
9005,100.0
1922,129.0
19951,61.0
14663,85.0
20541,89.0
3047,129.0
17681,86.0
14494,160.0
6466,50.0
18227,174.0
14792,100.0
3188,65.0
13484,44.0
10879,94.0
3171,94.0
12719,115.0
16330,44.0
11725,80.0
17156,50.0
16878,189.0
4314,90.0
379,170.0
6588,50.0
4415,181.0
8859,67.0
8065,55.0
2687,129.0
14688,50.0
8704,80.0
8311,53.0
11795,75.0
3540,50.0
19795,38.0
13503,120.0
21888,75.0
14144,125.0
15597,128.0
5746,61.0
7191,98.0
4065,181.0
17235,169.0
4681,140.0
377,190.0
13394,50.0
11784,164.0
13600,85.0
8197,80.0
1988,169.0
9520,38.0
21335,61.0
16369,61.0
4979,43.0
925,61.0
8702,98.0
9123,158.0
3941,146.0
18861,160.0
14514,181.0
11405,90.0
3709,40.0
7907,61.0
20470,100.0
3920,109.0
21763,185.0
3358,43.0
12046,65.0
1626,50.0
14569,120.0
10553,61.0
6454,42.0
1576,84.0
18009,65.0
10342,90.0
2422,170.0
7896,30.0
1230,44.0
2460,181.0
17244,90.0
11342,116.0
8590,120.0
9559,36.0
7118,85.0
3258,80.0
405,125.0
3077,98.0
8943,67.0
18590,61.0
5773,75.0
21165,166.0
2669,125.0
14505,150.0
9511,70.0
21661,139.0
18479,80.0
14276,80.0
9489,120.0
2864,50.0
5049,185.0
6013,101.0
8537,94.0
14639,78.0
15005,80.0
8193,65.0
14213,124.0
1480,70.0
19196,150.0
7545,102.0
12897,119.0
21011,85.0
2741,26.0
10652,125.0
9787,65.0
7076,150.0
17787,150.0
7187,119.0
3227,120.0
14302,47.0
2883,160.0
4041,181.0
20360,169.0
4869,55.0
4237,111.0
5879,75.0
8255,67.0
5881,190.0
14561,5.0
168,189.0
1374,191.0
18068,49.0
9477,125.0
6221,50.0
7780,74.0
9446,50.0
5628,44.0
13734,164.0
16983,80.0
19981,44.0
17052,140.0
6260,50.0
19272,181.0
8355,65.0
240,65.0
6715,85.0
4818,50.0
61,150.0
14842,139.0
44,90.0
11500,70.0
9236,150.0
17259,70.0
10124,98.0
2836,44.0
1008,132.0
4192,111.0
17671,67.0
17124,100.0
18883,58.0
696,181.0
10569,160.0
7733,100.0
2523,120.0
10198,139.0
6987,90.0
1083,150.0
11168,100.0
17537,129.0
205,189.0
20290,152.0
21155,78.0
16820,163.0
20848,98.0
10752,111.0
1015,175.0
7807,80.0
12653,181.0
11748,40.0
11058,181.0
6404,100.0
558,155.0
19975,80.0
6328,100.0
4217,51.0
1559,50.0
17828,80.0
19123,80.0
9548,115.0
16104,160.0
7383,150.0
18167,44.0
2334,75.0
19802,19.0
20019,160.0
9867,140.0
18999,159.0
5512,81.0
5869,175.0
19910,120.0
13779,34.0
19577,53.0
6006,80.0
20841,70.0
20447,120.0
20642,80.0
19746,74.0
13516,144.0
11791,55.0
3841,150.0
3809,105.0
16021,162.0
16403,26.0
11364,94.0
8284,100.0
5588,100.0
7087,53.0
5690,98.0
9501,75.0
20789,98.0
8061,80.0
13465,105.0
5524,150.0
4504,150.0
18264,120.0
21722,170.0
3144,50.0
1939,150.0
5834,135.0
14180,169.0
526,146.0
13530,67.0
12707,155.0
18457,40.0
9306,135.0
17939,100.0
1026,124.0
19431,90.0
16635,129.0
16973,111.0
9338,195.0
4321,185.0
3123,189.0
21664,139.0
10753,111.0
18315,61.0
14711,50.0
9664,146.0
10818,146.0
12064,82.0
14947,73.0
1874,181.0
20825,150.0
17225,98.0
5304,80.0
7492,175.0
20700,40.0
1571,190.0
6805,150.0
16855,150.0
12818,140.0
2277,150.0
17303,44.0
16381,150.0
1127,100.0
2856,62.0
9614,181.0
10020,111.0
5571,100.0
430,61.0
4589,98.0
13278,44.0
17720,44.0
10615,150.0
21217,50.0
4691,40.0
17499,38.0
538,111.0
4853,146.0
17580,140.0
21244,142.0
18100,125.0
14187,173.0
7362,75.0
5344,44.0
21402,78.0
7454,129.0
19708,105.0
365,65.0
6940,54.0
2320,65.0
17521,49.0
14721,70.0
12907,70.0
7509,46.0
6376,53.0
17365,190.0
21181,44.0
46,90.0
14986,50.0
7616,120.0
18378,150.0
14956,67.0
7630,104.0
5303,80.0
18543,160.0
6393,181.0
5910,120.0
15666,100.0
545,150.0
2415,61.0
10106,190.0
8171,100.0
10128,80.0
6691,100.0
21108,140.0
13956,169.0
459,70.0
10143,53.0
4810,44.0
19940,55.0
20110,86.0
1379,120.0
4822,85.0
10525,22.0
21478,55.0
5397,170.0
7412,152.0
19589,71.0
4096,55.0
13369,75.0
9072,129.0
766,61.0
3257,78.0
14991,80.0
17520,159.0
17262,100.0
12651,150.0
10784,80.0
19989,150.0
12801,111.0
20022,75.0
8381,50.0
3430,150.0
14865,69.0
4458,150.0
2630,150.0
14797,107.0
9409,179.0
450,115.0
11026,139.0
7979,66.0
13368,170.0
21334,90.0
9388,108.0
16482,98.0
21441,61.0
17827,65.0
15489,150.0
11173,150.0
20701,44.0
11870,135.0
9536,167.0
3089,61.0
12679,80.0
9012,70.0
16110,120.0
4771,40.0
17801,89.0
20206,123.0
13825,36.0
4109,61.0
882,69.0
10613,55.0
3514,120.0
5146,111.0
14331,109.0
16791,50.0
13747,65.0
5870,100.0
16493,115.0
11214,189.0
18247,150.0
14766,50.0
16689,85.0
5258,160.0
3371,75.0
16156,94.0
16676,50.0
6788,138.0
3708,160.0
15547,65.0
19358,47.0
893,80.0
3744,90.0
21757,129.0
13950,85.0
8448,61.0
18316,175.0
14477,80.0
5553,125.0
19410,58.0
6686,129.0
7716,100.0
831,61.0
4567,80.0
10723,129.0
21106,80.0
1179,181.0
9711,90.0
10113,74.0
8251,164.0
15575,129.0
11746,70.0
10399,80.0
18608,190.0
10846,129.0
6962,85.0
9739,129.0
8894,59.0
15136,181.0
21159,70.0
16895,39.0
4690,150.0
4749,116.0
339,75.0
843,150.0
21772,129.0
9291,80.0
12748,84.0
17838,32.0
2292,70.0
13451,80.0
14729,61.0
196,160.0
21061,85.0
4827,150.0
969,181.0
18851,30.0
19013,49.0
10228,183.0
19757,44.0
10375,169.0
12007,189.0
12914,61.0
5006,181.0
16154,104.0
11758,94.0
10252,135.0
2338,50.0
7568,85.0
10673,125.0
2221,84.0
20305,42.0
10812,85.0
15390,55.0
11382,61.0
15298,120.0
11213,189.0
21768,65.0
13083,100.0
10215,92.0
10334,181.0
14012,65.0
6193,135.0
5728,98.0
3667,40.0
2111,57.0
13616,90.0
2758,100.0
432,61.0
4278,181.0
4141,80.0
15465,175.0
5791,50.0
6115,100.0
7924,174.0
2363,150.0
760,55.0
18152,57.0
5141,125.0
17930,120.0
6302,98.0
15516,44.0
6,129.0
10605,170.0
10998,42.0
19312,75.0
14007,150.0
5677,129.0
4055,58.0
10291,152.0
16410,120.0
21400,44.0
